key	text	tooltip
#Loc;1;text/db/old_fertility_levels.loc		
fertility_levels_localised_name_main_attila4	Хороше	true
fertility_levels_localised_name_main_attila5	Щедре	true
fertility_levels_localised_name_main_attila6	Відмінне	true
fertility_levels_localised_name_main_attila0	Жалюгідне	true
fertility_levels_localised_name_main_attila1	Убоге	true
fertility_levels_localised_name_main_attila2	Низьке	true
fertility_levels_localised_name_main_attila3	Середнє	true
fertility_levels_localised_name_pro_attila5	Відмінне	true
fertility_levels_localised_name_pro_attila4	Хороше	true
fertility_levels_localised_name_pro_attila1	Убоге	true
fertility_levels_localised_name_pro_attila0	Жалюгідне	true
fertility_levels_localised_name_pro_attila3	Середнє	true
fertility_levels_localised_name_pro_attila2	Низьке	true
fertility_levels_localised_name_cha_attila9	Рясні	true
fertility_levels_localised_name_cha_attila8	Щедрі	true
fertility_levels_localised_name_cha_attila3	Бідні	true
fertility_levels_localised_name_cha_attila2	Убогі	true
fertility_levels_localised_name_cha_attila1	Неродючі	true
fertility_levels_localised_name_cha_attila0	Безплідні	true
fertility_levels_localised_name_cha_attila7	Врожайні	true
fertility_levels_localised_name_cha_attila6	Хороші	true
fertility_levels_localised_name_cha_attila5	Середні	true
fertility_levels_localised_name_cha_attila4	Небагаті	true
fertility_levels_localised_name_bel_attila6	Хороше	true
fertility_levels_localised_name_bel_attila7	Відмінне	true
fertility_levels_localised_name_bel_attila4	Низьке	true
fertility_levels_localised_name_bel_attila5	Середнє	true
fertility_levels_localised_name_bel_attila2	Убоге	true
fertility_levels_localised_name_bel_attila3	Мізерне	true
fertility_levels_localised_name_bel_attila0	Пустеля	true
fertility_levels_localised_name_bel_attila1	Жалюгідне	true
fertility_levels_localised_name_bel_attila8	Щедре	true
fertility_levels_localised_name_bel_attila9	Рясне	true
fertility_levels_localised_name_cha_attila10	Багате	true
fertility_levels_localised_name_bel_attila10	Відмінне	true
