key	text	tooltip
#Loc;1;text/db/start_pos_factions.loc		
start_pos_factions_long_description_2120156293	PLACEHOLDER	true
start_pos_factions_long_description_2120156493	PLACEHOLDER	true
start_pos_factions_long_description_2120156893	PLACEHOLDER	true
start_pos_factions_long_description_2120157393	PLACEHOLDER	true
start_pos_factions_long_description_2120156292	Океан омиває узбережжя Ютландії, закликаючи її жителів до нових пригод і завоювань. Таким чином, юти завжди були найвідважнішими з скандинавськомовних народів, які дивилися на далекі береги або билися на північних землях. Відповідно, вони знаходяться в ідеальному становищі, щоб отримати прибуток від повільного розпаду римської Британії та невпинно грабувати її узбережжя, оскільки кількість її захисників стає все меншою.\\n\\nКерівництво ютів використовує здобич своїх набігів для виготовлення вишуканих, престижних товарів. Якщо ютам вдасться завоювати Британію, безсумнівно, буде створено ще багато інших. Успішне завоювання було б великою справою, яка вимагала б від них використати всю глибину своєї сили духу. \\n\\nВигнати решту римлян, підпорядкувати войовничих місцевих жителів і перешкодити амбіціям своїх саксонських сусідів, які також жадають цієї зеленої та приємної землі – Юти поклялися це звершити!	true
start_pos_factions_long_description_2120156692	PLACEHOLDER	true
start_pos_factions_long_description_2120157292	PLACEHOLDER	true
start_pos_factions_long_description_2120156291	Легендарні предки Беовульфа, ґети, виявляють всю безстрашну сміливість знаменитого героя.\\n\\nЗі своєї твердині на південному краю Шведського півострова вони мають морський доступ до всієї північної Європи, що дозволяє їм здійснювати часті набіги не боячись відплати. Про найславетніші з цих подвигів розповідається в багатій усній звичаї гетів, увічнюючи їхніх лідерів і надихаючи нове покоління шукати слави.\\n\\nХоча прихід гунів у Європу означав катастрофу для більшості, для гетів це просто ще одна можливість. Нещодавно їхній король Гізур привів військо до центральної Європи, щоб воювати разом із готами в обмін на римське золото й товари — можна отримати багаті гроші, борючись за того, хто запропонує найвищу ціну на півдні. На цих родючих землях розквітає криза, і гети сповнені рішучості опинитися в її серці й отримати з цього прибуток.	true
start_pos_factions_long_description_2120156491	PLACEHOLDER	true
start_pos_factions_long_description_2120156691	PLACEHOLDER	true
start_pos_factions_long_description_2120156290	PLACEHOLDER	true
start_pos_factions_long_description_2120156390	PLACEHOLDER	true
start_pos_factions_long_description_2120156790	PLACEHOLDER	true
start_pos_factions_long_description_2120156890	PLACEHOLDER	true
start_pos_factions_long_description_2120157290	PLACEHOLDER	true
start_pos_factions_long_description_2120156297	PLACEHOLDER	true
start_pos_factions_long_description_2120156697	PLACEHOLDER	true
start_pos_factions_long_description_2120157297	PLACEHOLDER	true
start_pos_factions_long_description_2120156296	PLACEHOLDER	true
start_pos_factions_long_description_2120156396	PLACEHOLDER	true
start_pos_factions_long_description_2120156496	PLACEHOLDER	true
start_pos_factions_long_description_2120157096	PLACEHOLDER	true
start_pos_factions_long_description_2120157196	PLACEHOLDER	true
start_pos_factions_long_description_2120156295	PLACEHOLDER	true
start_pos_factions_long_description_2120156595	PLACEHOLDER	true
start_pos_factions_long_description_2120156294	PLACEHOLDER	true
start_pos_factions_long_description_2120156894	PLACEHOLDER	true
